;Unnamed: 0;purpose;terms;interest_rate;risk_type_original;principal_amount;churn;company_id;disbursed_date;age;monthly_income;monthly_interest_rate;principal_amount_final;NPV;profit
456;9617;Home Repairs and Improvement;6;0.218;R;9700.00000006;0;198;2;;11041.0;0.01656996473575134;10024.120584129616;9900.370880174849;200.37088011484957
457;5542;Home Repairs and Improvement;6;0.33299999999999996;B;19100.00000002;0;967;2;39.0;16000.0;0.024241839479260507;20037.262703652294;19789.898827007928;689.8988269879264
460;1981;Payment of Utilities;6;0.10980000000000001;AA;13000.0000001;0;1054;1;29.0;;0.008719446407525977;13113.35280339871;13032.15799773206;32.15799763205905
461;16946;Medical Outpatient Expenses;6;0.33299999999999996;B;8000.00000004;0;425;1;26.0;;0.024241839479260507;8193.934715875053;8143.199793473801;143.19979343380146
462;9307;Hospitalization In-patient Expenses;6;0.426;C;20000.00000009;0;576;1;54.0;15100.0;0.030014393929439276;20600.287878681487;20472.73572660692;472.7357265169194
463;14679;Pay Off Debts;6;0.705;A;25000.00000004;0;119;1;36.0;18000.0;0.045467087489495794;26136.677187279212;25974.845010809207;974.8450107692079
466;7454;Payment of Utilities;6;0.6343;;4000.00000011;0;1125;2;27.0;32500.0;0.04178391665682457;4341.254916138719;4287.661286038648;287.66128592864743
467;37;Calamity Fund;6;0.10980000000000001;A;15227.00000007;0;760;1;42.0;13000.0;0.008719446407525977;15359.771010518009;15264.666910065529;37.66690999552884
468;12051;Medical Outpatient Expenses;6;0.218;A;10000.00000011;0;385;3;34.0;21000.0;0.01656996473575134;10505.381349241881;10311.446546291196;311.446546181196
469;13704;Home Repairs and Improvement;6;0.501;E;25000.00000004;0;403;1;31.0;12000.0;0.034423530363104415;25860.588259118987;25700.46556055328;700.4655605132793
470;6559;Medical Outpatient Expenses;6;0.426;C;11000.00000011;0;392;3;31.0;21913.0;0.030014393929439276;12020.500934313952;11798.596235896419;798.5962357864191
472;5183;Medical Outpatient Expenses;6;0.501;D;17000.00000013;0;425;3;28.0;17919.0;0.034423530363104415;18816.727450226863;18469.36087599966;1469.360875869661
475;555;Pay Off Debts;6;0.705;R;15000.00000005;0;188;3;38.0;;0.045467087489495794;17140.455340771197;16824.03362141711;1824.0336213671108
476;14750;Business;6;0.62;D;10000.00000008;0;198;2;41.0;18000.0;0.04102122565555377;10837.251922740612;10703.4639554205;703.4639553405013
477;8374;Motorbike Purchase;6;0.218;B;8900.00000011;0;198;2;41.0;23000.0;0.01656996473575134;9197.38898961901;9083.84544681445;183.8454467044503
478;2444;School Expenses;6;0.501;D;23000.00000013;0;254;2;24.0;18300.0;0.034423530363104415;24610.736924023076;24306.91262513362;1306.9126250036206
479;2311;Home Repairs and Improvement;6;0.218;B;10000.00000011;0;198;2;;13962.0;0.01656996473575134;10334.144932142142;10206.56791775517;206.56791764517038
480;5900;Education / Tuition Fee;6;0.10980000000000001;C;16996.00000008;0;760;1;39.0;38462.0;0.008719446407525977;17144.19571122301;17038.042871445607;42.042871365607425
481;15242;Calamity Fund;6;0.3243;C;16000.00000011;0;760;2;27.0;26000.0;0.023683095323177694;16766.833274522345;16559.84348059807;559.843480488069
482;1371;Home Repairs and Improvement;6;0.62;R;19000.00000013;0;385;2;49.0;15048.0;0.04102122565555377;20590.778653183323;20336.581515275404;1336.5815151454044
483;10642;Personal Vacation;6;0.218;A;14000.00000011;0;647;3;26.0;;0.01656996473575134;14707.533888892409;14436.025164762303;436.0251646523029
484;9415;Medical Outpatient Expenses;6;0.62;E;15000.0000001;0;318;2;39.0;15000.0;0.04102122565555377;16255.877884089245;16055.195933109346;1055.195933009345
485;9605;Calamity Fund;6;0.5836;D;21306.00000001;0;894;2;44.0;16000.0;0.03905162147297481;23002.559965066976;22718.58892122443;1412.5889212144284
486;3989;Pay Off Debts;6;0.33299999999999996;B;20000.00000007;0;414;1;51.0;78000.0;0.024241839479260507;20484.836789656907;20357.999483653966;357.99948358396796
487;12069;School Expenses;6;0.426;C;23000.00000004;0;111;2;32.0;16000.0;0.030014393929439276;24401.381989184527;24100.142217385535;1100.1422173455358
488;2979;Business;6;0.705;F;23000.00000007;0;307;3;30.0;19500.0;0.045467087489495794;26282.031522508216;25796.85155283209;2796.851552762091
489;7823;Home Repairs and Improvement;6;0.218;A;15000.00000008;0;307;3;35.0;53000.0;0.01656996473575134;15758.072023773524;15467.169819349145;467.1698192691456
490;1024;Home Repairs and Improvement;6;0.501;D;11000.00000002;0;403;1;47.0;;0.034423530363104415;11378.658834014837;11308.204846645911;308.20484662591116
491;14126;Personal Vacation;6;0.426;C;15000.0;0;210;3;24.0;25000.0;0.030014393929439276;16391.592182991473;16088.99486697059;1088.99486697059
492;5903;Business;6;0.10980000000000001;D;17855.00000005;0;760;1;42.0;18000.0;0.008719446407525977;18010.68571565681;17899.167772951354;44.1677729013536
493;11669;Medical Outpatient Expenses;6;0.426;C;29000.00000005;0;425;1;27.0;25000.0;0.030014393929439276;29870.41742400524;29685.46680349763;685.4668034476308
494;8865;Home Repairs and Improvement;6;0.705;R;19000.00000012;0;112;3;43.0;18500.0;0.045467087489495794;21711.243431708266;21310.442587191894;2310.442587071895
495;9821;School Expenses;6;0.405;R;10000.00000013;0;152;2;;28366.0;0.02874173802842095;10583.095635754944;10452.445276867289;452.44527673728953
496;6778;Hospitalization In-patient Expenses;6;0.33299999999999996;B;20000.00000007;0;522;2;33.0;24521.0;0.024241839479260507;20981.42691487062;20722.40714875023;722.4071486802313
497;17025;Medical Outpatient Expenses;6;0.62;E;18000.00000011;0;425;3;44.0;12789.0;0.04102122565555377;20307.256702790633;19932.3741834227;1932.3741833126987
498;3369;School Expenses;6;0.705;A;15000.00000005;0;119;2;32.0;5702.0;0.045467087489495794;16395.021465411184;16192.621760055597;1192.621760005597
500;2148;Home Repairs and Improvement;6;0.501;D;15000.0000001;0;241;1;;16000.0;0.034423530363104415;15516.35295555001;15420.279336410098;420.2793363100973
501;4667;School Expenses;6;0.6343;;14280.00000012;0;690;3;30.0;25000.0;0.04178391665682457;16145.85889226593;15847.797940583569;1567.797940463568
502;16557;Medical Outpatient Expenses;6;0.218;B;10000.00000011;0;198;3;32.0;12000.0;0.01656996473575134;10505.381349241881;10311.446546291196;311.446546181196
503;10108;Pay Off Debts;6;0.705;F;15000.00000005;0;107;2;;15000.0;0.045467087489495794;16395.021465411184;16192.621760055597;1192.621760005597
505;7360;Home Repairs and Improvement;6;0.426;C;11500.00000002;0;414;1;29.0;;0.030014393929439276;11845.165530209151;11771.823042766478;271.8230427464787
506;4209;Home Repairs and Improvement;6;0.501;D;23800.00000007;0;760;3;32.0;14983.0;0.034423530363104415;26343.41843019364;25857.105226277847;2057.1052262078483
507;11080;School Expenses;6;0.705;F;20000.00000012;0;302;2;44.0;12886.0;0.045467087489495794;21860.02862060654;21590.16234679837;1590.1623466783713
508;6360;Home Repairs and Improvement;6;0.62;E;20200.00000001;0;760;3;30.0;30000.0;0.04102122565555377;22789.254744114838;22368.553250159854;2168.553250149853
509;5475;School Expenses;6;0.218;R;14000.00000011;0;198;1;29.0;10000.0;0.01656996473575134;14231.979506412341;14143.858426502451;143.8584263924513
510;3128;Hospitalization In-patient Expenses;6;0.6343;C;15200.00000002;0;1125;3;42.0;14000.0;0.04178391665682457;17186.068288564617;16868.804530473597;1668.8045304535972
512;6833;Motorbike Purchase;6;0.705;F;10000.00000012;0;269;2;42.0;30114.0;0.045467087489495794;10930.014310368852;10795.081173463957;795.0811733439568
513;3387;Life Events;6;0.501;D;10000.00000005;0;84;1;32.0;14050.0;0.034423530363104415;10344.235303682766;10280.186224256266;280.18622420626525
514;8132;Life Events;6;0.33299999999999996;B;8500.00000006;0;553;3;25.0;22596.0;0.024241839479260507;9133.273501761872;8964.66852322992;464.6685231699212
515;9467;Home Repairs and Improvement;6;0.33299999999999996;B;10000.00000012;0;555;3;25.0;13000.0;0.024241839479260507;10745.027649184709;10546.668850910843;546.668850790842
516;14683;School Expenses;6;0.62;R;20000.00000015;0;119;1;29.0;20000.0;0.04102122565555377;20820.42451326723;20691.50932677017;691.5093266201693
517;7391;Payment of Utilities;6;0.6343;;16000.00000003;0;1125;2;30.0;;0.04178391665682457;17365.0196641099;17150.645143715108;1150.6451436851075
518;1872;Home Repairs and Improvement;6;0.501;F;15600.00000007;0;198;2;57.0;15000.0;0.034423530363104415;16692.49982670925;16486.427693549686;886.4276934796853
519;8190;Medical Outpatient Expenses;6;0.62;C;15000.0000001;0;119;2;26.0;37400.0;0.04102122565555377;16255.877884089245;16055.195933109346;1055.195933009345
520;8958;Medical Outpatient Expenses;6;0.426;C;11500.00000002;0;425;3;31.0;20524.0;0.030014393929439276;12566.887340315317;12334.896064698904;834.8960646789037
521;7897;Home Repairs and Improvement;6;0.218;C;15000.00000008;0;414;1;27.0;18610.0;0.01656996473575134;15248.549471117594;15154.134028357235;154.1340282772362
522;9306;Personal Vacation;6;0.426;R;19000.00000002;0;576;1;33.0;18294.0;0.030014393929439276;19570.273484679947;19449.098940209526;449.098940189524
523;2000;Payment of Utilities;6;0.33299999999999996;B;14000.00000012;0;198;1;27.0;;0.024241839479260507;14339.385752832557;14250.599638630049;250.59963851004795
525;11492;Home Repairs and Improvement;6;0.218;A;9000.00000012;0;198;1;34.0;20291.0;0.01656996473575134;9149.12968274375;9092.480417087083;92.48041696708242
526;14716;School Expenses;6;0.62;R;15000.0000001;0;385;1;32.0;;0.04102122565555377;15615.318384937409;15518.631995064696;518.631994964695
527;13190;Life Events;6;0.10980000000000001;A;11000.00000002;0;576;1;48.0;28000.0;0.008719446407525977;11095.91391050296;11027.210613400815;27.21061338081563
528;7001;Home Repairs and Improvement;6;0.218;A;13000.00000002;0;414;2;42.0;20250.0;0.01656996473575134;13434.388411657674;13268.538292956178;268.53829293617855
529;4005;Home Repairs and Improvement;6;0.10980000000000001;B;18440.00000006;0;385;2;24.0;;0.008719446407525977;18762.975153640466;18531.342602826007;91.34260276600617
530;16776;Medical Outpatient Expenses;6;0.501;F;20000.00000012;0;425;2;34.0;20000.0;0.034423530363104415;21400.64080350577;21136.44576099311;1136.44576087311
531;2355;Education / Tuition Fee;6;0.48100000000000004;B;10375.00000003;0;1102;3;31.0;25000.0;0.03326786180671859;11445.291811580762;11234.005772702014;859.0057726720133
532;2531;Life Events;6;0.218;A;124000.00000003;0;576;3;36.0;16000.0;0.01656996473575134;130266.72872919792;127861.9371726353;3861.9371726052923
533;4088;Home Repairs and Improvement;6;0.33299999999999996;B;18500.00000003;0;760;1;25.0;14560.0;0.024241839479260507;18948.474030397047;18831.149522344545;331.14952231454663
534;14280;Purchase of Household Appliances & Furniture;6;0.62;E;13200.00000014;0;690;3;35.0;14660.0;0.04102122565555377;14891.98824878007;14617.074401242351;1417.0744011023507
537;2922;School Expenses;6;0.501;F;15000.0000001;0;84;3;43.0;;0.034423530363104415;16602.99480900743;16296.494890571963;1296.4948904719622
538;8787;Medical Outpatient Expenses;6;0.62;E;12800.00000007;0;973;3;35.0;95444.0;0.04102122565555377;14440.715877530729;14174.132752647038;1374.1327525770375
539;3444;Home Repairs and Improvement;6;0.705;R;12000.00000009;0;84;2;53.0;33000.0;0.045467087489495794;13116.017172383597;12954.097408098454;954.0974080084543
540;5388;Payment of Utilities;6;0.11;A;15000.00000001;0;380;2;30.0;10239.0;0.008734593823551906;15263.182211655669;15074.7552804104;74.75528040039899
541;8699;Personal Vacation;6;0.501;D;21400.00000008;0;760;2;36.0;29000.0;0.034423530363104415;22898.685659699382;22615.996964211474;1215.9969641314747
542;13834;Personal Vacation;6;0.705;R;23900.00000002;0;760;2;28.0;10444.0;0.045467087489495794;26122.73420148994;25800.244004290846;1900.244004270844
543;11183;Home Repairs and Improvement;6;0.6343;;16900.00000003;0;760;1;;;0.04178391665682457;17606.14819153159;17497.135050317305;597.1350502873065
544;3494;Business;6;0.10980000000000001;B;12395.0;0;690;3;;15000.0;0.008719446407525977;12722.067960570652;12487.211970003822;92.21197000382199
545;15285;Purchase of Household Appliances & Furniture;6;0.705;R;16500.00000003;0;760;2;;16420.0;0.045467087489495794;18034.52361192498;17811.88393603417;1311.8839360041711
546;14197;Payment of Utilities;6;0.10980000000000001;AA;15817.00000001;0;760;2;;26500.0;0.008719446407525977;16094.033514335859;15895.349563347643;78.3495633376424
547;10074;School Expenses;6;0.705;C;15000.00000005;0;17;2;;16500.0;0.045467087489495794;16395.021465411184;16192.621760055597;1192.621760005597
549;12752;Business;6;0.705;F;20000.00000012;0;245;3;24.0;14000.0;0.045467087489495794;22853.940454422536;22432.044828615963;2432.044828495964
550;1876;Payment of Utilities;6;0.426;C;16000.00000007;0;198;3;;18000.0;0.030014393929439276;17484.3649952674;17161.59452484371;1161.594524773709
551;7545;Medical Outpatient Expenses;6;0.218;B;15000.00000008;0;198;3;32.0;18880.0;0.01656996473575134;15758.072023773524;15467.169819349145;467.1698192691456
552;11795;Others;6;0.6343;;14876.00000013;0;1115;2;;16000.0;0.04178391665682457;16145.127032816994;15945.81232247857;1069.812322348571
553;14236;Purchase of Household Appliances & Furniture;6;0.426;C;15100.00000007;0;690;3;33.0;20000.0;0.030014393929439276;16500.869464287913;16196.254832825478;1096.2548327554778
554;11493;Home Repairs and Improvement;6;0.218;A;10500.00000002;0;198;3;;;0.01656996473575134;11030.650416603648;10827.01887350728;327.01887348728087
555;8057;Others;6;0.705;R;13000.00000009;0;280;3;39.0;15512.0;0.045467087489495794;14855.061295388363;14580.829138613835;1580.8291385238354
556;1224;Pay Off Debts;6;0.33299999999999996;C;10000.00000012;0;122;2;41.0;;0.024241839479260507;10490.713457524482;10361.203574463187;361.2035743431861
557;13432;Payment of Utilities;6;0.33299999999999996;B;14000.00000012;0;198;3;38.0;16000.0;0.024241839479260507;15043.038708807015;14765.336391224555;765.3363911045544
558;10509;Home Repairs and Improvement;6;0.33299999999999996;B;13400.00000014;0;318;2;32.0;;0.024241839479260507;14057.556033060984;13884.012789759117;484.01278961911703
559;12350;Major Purchase;6;0.501;D;25000.00000004;0;413;2;25.0;4000.0;0.034423530363104415;26750.801004264507;26420.557201125135;1420.5572010851356
560;9605;School Expenses;6;0.705;F;18000.00000001;0;245;2;32.0;18000.0;0.045467087489495794;19674.025758438773;19431.146112012746;1431.1461120027452
561;6607;Payment of Utilities;6;0.48100000000000004;B;10000.00000008;0;425;1;41.0;18882.0;0.03326786180671859;10332.678618149846;10268.70109501029;268.7010949302912
562;14078;Purchase of Household Appliances & Furniture;6;0.10980000000000001;B;16000.00000007;0;760;2;39.0;23000.0;0.008719446407525977;16280.23874504252;16079.256054530833;79.25605446083318
563;6385;Pay Off Debts;6;0.33299999999999996;B;70000.00000011;0;210;3;;21000.0;0.024241839479260507;75215.19354350856;73826.68195560598;3826.68195549598
564;7449;Payment of Utilities;6;0.6343;;10000.00000002;0;1157;2;26.0;;0.04178391665682457;10853.137290070043;10719.153214823282;719.153214803282
565;13798;School Expenses;6;0.218;AA;100000.00000006;0;197;3;34.0;19500.0;0.01656996473575134;105053.81349132625;103114.46546183957;3114.465461779575
566;5081;Home Repairs and Improvement;6;0.48100000000000004;B;14600.0000001;0;1125;3;42.0;38750.0;0.03326786180671859;16106.145585517155;15808.81776212998;1208.8177620299793
567;1093;School Expenses;6;0.426;C;36000.00000003;0;576;3;35.0;14859.0;0.030014393929439276;39339.82123921232;38613.58768076159;2613.5876807315944
568;5804;Home Repairs and Improvement;6;0.218;A;10000.00000011;0;571;3;50.0;17060.0;0.01656996473575134;10505.381349241881;10311.446546291196;311.446546181196
570;5046;Home Repairs and Improvement;6;0.48100000000000004;B;29000.00000001;0;1125;1;38.0;58850.0;0.03326786180671859;29964.767992405174;29779.233175301877;779.2331752918763
571;12267;Home Repairs and Improvement;6;0.355;R;25000.00000001;0;64;1;31.0;;0.02563997936123319;25640.999484041087;25482.236427680262;482.23642767026104
572;763;Home Repairs and Improvement;6;0.218;A;22000.00000002;0;955;3;30.0;20750.0;0.01656996473575134;23111.83896809892;22685.182401611717;685.1824015917155
573;11299;Home Repairs and Improvement;6;0.5836;B;13789.00000001;0;576;3;44.0;;0.03905162147297481;15468.355507878592;15182.801621002505;1393.8016209925045
574;11775;Business;6;0.282;C;40000.0;0;152;1;33.0;9660.0;0.020917548076308856;40836.70192305235;40583.85064036211;583.8506403621068
575;8413;Home Repairs and Improvement;6;0.6343;;6000.00000005;0;1158;1;;14104.0;0.04178391665682457;6250.703499993037;6212.000609620848;212.0006095708477
576;9627;School Expenses;6;0.62;A;25000.00000002;0;134;2;37.0;20000.0;0.04102122565555377;27093.129806656463;26758.659888358594;1758.6598883385923
577;4665;Medical Outpatient Expenses;6;0.6343;;13365.00000005;0;690;1;26.0;33000.0;0.04178391665682457;13923.44204617055;13837.231357866896;472.231357816896
578;6102;Medical Outpatient Expenses;6;0.426;D;21000.00000002;0;425;1;25.0;15250.0;0.030014393929439276;21630.302272538825;21496.372512861006;496.3725128410042
579;3697;Medical Outpatient Expenses;6;0.705;R;18000.00000001;0;314;1;;14050.0;0.045467087489495794;18818.40757482138;18701.888407763097;701.8884077530965
580;13124;Life Events;6;0.10980000000000001;A;19384.00000003;0;576;1;25.0;20000.0;0.008719446407525977;19553.017749193743;19431.950048191233;47.95004816123401
581;9232;Major Purchase;6;0.62;R;20000.00000015;0;385;2;38.0;11340.0;0.04102122565555377;21674.50384547039;21406.9279108303;1406.9279106803006
582;1034;Calamity Fund;6;0.5836;B;12000.00000013;0;760;3;30.0;14606.0;0.03905162147297481;13461.47408052936;13212.968268465564;1212.968268335564
583;3258;Others;6;0.6343;C;15888.00000008;0;1125;2;33.0;14000.0;0.04178391665682457;17243.46452651562;17030.590627762922;1142.5906276829228
586;14295;Life Events;6;0.33299999999999996;B;17500.00000012;0;690;1;29.0;12000.0;0.024241839479260507;17924.232191009967;17813.24954825702;313.2495481370206
588;6303;Personal Vacation;6;0.705;R;19200.00000003;0;760;3;29.0;8882.0;0.045467087489495794;21939.78283614828;21534.763035375763;2334.7630353457644
589;13090;Payment of Utilities;6;0.10980000000000001;C;12545.0000001;0;576;1;26.0;17500.0;0.008719446407525977;12654.385455283285;12576.032467814948;31.032467714947416
592;16741;Medical Outpatient Expenses;6;0.33299999999999996;B;18000.0;0;425;3;;45000.0;0.024241839479260507;19341.04976830038;18984.00393141171;984.0039314117093
593;3542;School Expenses;6;0.62;R;10000.00000008;0;198;1;;;0.04102122565555377;10410.212256638819;10345.754663390258;345.7546633102593
594;839;Others;6;0.6343;R;10570.00000005;0;198;1;28.0;;0.04178391665682457;11011.655999114726;10943.474407242633;373.4744071926325
595;13955;Pay Off Debts;6;0.705;R;18000.00000001;0;245;2;31.0;;0.045467087489495794;19674.025758438773;19431.146112012746;1431.1461120027452
596;11615;Life Events;6;0.426;F;20600.00000009;0;425;1;;38000.0;0.030014393929439276;21218.29651503915;21086.917798402363;486.9177983123627
597;5500;School Expenses;6;0.62;R;12000.00000008;0;84;1;27.0;22000.0;0.04102122565555377;12492.254707949925;12414.905596051754;414.90559597175525
599;10351;Payment of Utilities;6;0.705;R;20700.00000003;0;760;2;26.0;32366.0;0.045467087489495794;22625.129622224806;22345.818028834623;1645.8180288046242
600;9466;Calamity Fund;6;0.48100000000000004;B;14000.00000001;0;905;3;37.0;15518.0;0.03326786180671859;15444.249191497041;15159.140319757664;1159.140319747663
601;11644;Home Repairs and Improvement;6;0.10980000000000001;B;13423.00000008;0;690;3;33.0;;0.008719446407525977;13777.193887515741;13522.85972362729;99.85972354729165
602;12296;Hospitalization In-patient Expenses;6;0.501;E;15000.0000001;0;198;2;28.0;24300.0;0.034423530363104415;16050.48060264003;15852.3343207554;852.3343206554
603;7890;Medical Outpatient Expenses;6;0.62;F;8100.00000007;0;198;1;35.0;13617.0;0.04102122565555377;8432.271927882857;8380.06127735149;280.0612772814893
605;15294;Pay Off Debts;6;0.33299999999999996;B;16000.00000008;0;388;2;25.0;14460.0;0.024241839479260507;16785.141531921672;16577.92571902505;577.9257189450509
606;16255;Personal Vacation;6;0.218;R;21000.00000003;0;198;2;37.0;16984.0;0.01656996473575134;21701.70435729078;21433.7926270807;433.7926270507014
607;12005;Home Repairs and Improvement;6;0.48100000000000004;;19300.00000005;0;576;1;25.0;28000.0;0.03326786180671859;19942.069732921333;19818.593113262657;518.593113212657
608;13368;Home Repairs and Improvement;6;0.218;A;88200.00000004;0;210;3;28.0;9550.0;0.01656996473575134;92657.46349933618;90946.95853732918;2746.9585372891743
609;788;Home Repairs and Improvement;6;0.218;C;15000.00000008;0;395;2;36.0;12752.0;0.01656996473575134;15501.21739812537;15309.851876545996;309.8518764659966
611;5946;Purchase of Household Appliances & Furniture;6;0.705;R;20000.00000012;0;576;2;37.0;52658.0;0.045467087489495794;21860.02862060654;21590.16234679837;1590.1623466783713
612;10576;School Expenses;6;0.218;A;8000.00000002;0;414;3;54.0;15550.0;0.01656996473575134;8404.305079322068;8249.15723696284;249.15723694283952
614;7661;Business;6;0.218;R;23000.00000011;0;198;3;58.0;15000.0;0.01656996473575134;24162.3771031061;23716.327056322298;716.3270562122962
615;237;Calamity Fund;6;0.33299999999999996;B;12400.00000009;0;663;3;23.0;14500.0;0.024241839479260507;13323.834284925857;13077.86937506743;677.8693749774302
616;7446;Home Repairs and Improvement;6;0.705;R;12000.00000009;0;84;3;;20558.0;0.045467087489495794;13712.364272674093;13459.226897189768;1459.2268970997684
617;6527;Home Repairs and Improvement;6;0.48100000000000004;B;17169.00000007;0;1124;2;30.0;15372.0;0.03326786180671859;18330.353640346413;18104.061885639232;935.0618855692337
618;15381;Calamity Fund;6;0.501;R;21000.00000008;0;385;3;41.0;13425.0;0.034423530363104415;23244.192732543983;22815.092846735555;1815.092846655556
619;9823;School Expenses;6;0.405;R;10000.00000013;0;24;3;36.0;;0.02874173802842095;10887.272198047536;10686.287491428468;686.287491298468
620;498;School Expenses;6;0.218;A;50000.0000001;0;407;1;41.0;17100.0;0.01656996473575134;50828.49823688922;50513.780094355745;513.7800942557442
621;3182;Life Events;6;0.6343;C;17500.00000013;0;1125;1;29.0;30000.0;0.04178391665682457;18231.21854162986;18118.335111377743;618.335111247743
622;10276;Calamity Fund;6;0.4499;A;10920.0000001;0;1082;3;27.0;;0.03144206108491865;11982.767996504508;11761.559867741664;841.559867641663
623;7142;Payment of Utilities;6;0.426;C;10000.00000005;0;576;2;30.0;15100.0;0.030014393929439276;10609.296517071347;10478.32270324527;478.32270319527015
624;4029;Home Repairs and Improvement;6;0.10980000000000001;B;13706.00000006;0;414;1;47.0;17538.0;0.008719446407525977;13825.508732522074;13739.90442433258;33.90442427258131
626;7471;Home Repairs and Improvement;6;0.218;A;13000.00000002;0;392;3;35.0;15000.0;0.01656996473575134;13656.995753885229;13404.880510051724;404.88051003172404
627;3120;Medical Outpatient Expenses;6;0.6343;C;16000.00000003;0;1125;1;60.0;8269.0;0.04178391665682457;16668.54266654045;16565.334958881944;565.3349588519432
628;11653;Medical Outpatient Expenses;6;0.218;A;20000.00000006;0;425;3;;18000.0;0.01656996473575134;21010.762698315677;20622.89309241741;622.893092357408
630;6909;Life Events;6;0.218;A;20900.00000002;0;585;2;55.0;25863.0;0.01656996473575134;21598.362907960163;21331.72694789407;431.72694787406726
631;14819;Payment of Utilities;6;0.6343;C;11000.0000001;0;760;1;29.0;17656.0;0.04178391665682457;11459.62308332925;11388.667784313517;388.6677842135159
632;3436;Home Repairs and Improvement;6;0.6343;C;19096.00000008;0;1125;1;39.0;10000.0;0.04178391665682457;19893.905672562065;19770.727273471355;674.727273391356
633;10633;Pay Off Debts;6;0.62;R;14000.0000001;0;198;3;25.0;34500.0;0.04102122565555377;15794.532991075677;15502.957698233651;1502.9576981336504
634;12883;Calamity Fund;6;0.501;D;28000.00000002;0;967;1;40.0;33000.0;0.034423530363104415;28963.858850187615;28784.52142779418;784.5214277741798
635;10472;Payment of Utilities;6;0.218;B;30000.00000004;0;387;3;32.0;20000.0;0.01656996473575134;31516.144047420985;30934.339638574555;934.339638534555
636;4773;Personal Vacation;6;0.33299999999999996;B;15000.00000004;0;414;1;32.0;25000.0;0.024241839479260507;15363.627592229877;15268.49961272775;268.4996126877504
637;1544;Purchase of Household Appliances & Furniture;6;0.62;E;20000.00000015;0;625;2;38.0;15606.0;0.04102122565555377;21674.50384547039;21406.9279108303;1406.9279106803006
638;7427;Purchase of Household Appliances & Furniture;6;0.426;R;15400.00000009;0;690;2;23.0;537.0;0.030014393929439276;16338.316636303667;16136.61696301134;736.61696292134
639;9983;Home Repairs and Improvement;6;0.3243;A;28300.00000002;0;640;1;25.0;;0.023683095323177694;28970.231597666403;28790.854716714897;490.8547166948956
640;5183;Home Repairs and Improvement;6;0.62;R;14000.0000001;0;198;3;25.0;27000.0;0.04102122565555377;15794.532991075677;15502.957698233651;1502.9576981336504
641;11198;Education / Tuition Fee;6;0.6343;;17895.00000005;0;760;1;30.0;11814.0;0.04178391665682457;18642.723188625965;18527.29181809155;632.2918180415509
642;13058;Home Repairs and Improvement;6;0.426;R;14000.00000007;0;198;3;37.0;15562.0;0.030014393929439276;15298.819370868536;15016.395209247632;1016.3952091776318
643;4714;Home Repairs and Improvement;6;0.10980000000000001;A;12449.00000003;0;690;3;;15000.0;0.008719446407525977;12777.492863374402;12541.613700278516;92.61370024851567
644;3357;Payment of Utilities;6;0.6343;C;18000.00000011;0;1125;3;24.0;35000.0;0.04178391665682457;20351.9229733978;19976.215891446103;1976.2158913361018
645;15116;Home Repairs and Improvement;6;0.705;R;8000.0;0;380;3;37.0;35000.0;0.045467087489495794;9141.576181714167;8972.817931392548;972.8179313925484
646;13407;Medical Outpatient Expenses;6;0.501;E;20000.00000012;0;385;1;34.0;18288.0;0.034423530363104415;20688.470607386218;20560.37244853309;560.3724484130908
647;6277;Life Events;6;0.705;R;18000.00000001;0;760;1;35.0;45823.0;0.045467087489495794;18818.40757482138;18701.888407763097;701.8884077530965
648;14160;School Expenses;6;0.501;F;13000.00000005;0;84;1;37.0;34000.0;0.034423530363104415;13447.505894772079;13364.242091517724;364.2420914677241
649;3500;Payment of Utilities;6;0.10980000000000001;B;14775.0000001;0;690;3;35.0;16062.0;0.008719446407525977;15164.869231036999;14884.917858657138;109.91785855713715
650;4149;Medical Outpatient Expenses;12;0.25;E;15000.00000017;0;395;1;42.0;10500.0;0.018769265121506118;15281.538976995782;15186.91927095059;186.91927078059052
651;1727;Home Repairs and Improvement;12;0.368;E;27200.0000002;0;690;2;35.0;16500.0;0.026456402859956762;28658.266717854614;28304.47488220909;1104.47488200909
654;3789;School Expenses;12;0.35200000000000004;R;30000.00000007;0;69;1;36.0;22900.0;0.025450554595086716;30763.516637924382;30573.03615650306;573.0361564330633
657;9552;Others;12;0.25;E;30000.00000007;0;198;2;41.0;22500.0;0.018769265121506118;31136.72446675906;30752.335591690757;752.3355916207584
658;16561;School Expenses;12;0.25;B;60000.00000015;0;198;2;36.0;20000.0;0.018769265121506118;62273.4489335285;61504.671183391765;1504.671183241764
659;4230;Home Repairs and Improvement;12;0.25;A;100000.00000018;0;576;2;30.0;53000.0;0.018769265121506118;103789.0815558082;102507.7853055812;2507.785305401194
660;4035;Purchase of Household Appliances & Furniture;12;0.16829999999999998;AA;22000.00000023;0;647;1;;14530.0;0.013046852125980779;22287.030747004577;22149.034678606215;149.0346783762143
661;7072;School Expenses;12;0.25;A;49000.00000006;0;198;2;24.0;14006.0;0.018769265121506118;50856.64996231674;50228.81479970588;1228.8147996458792
662;908;Business;12;0.35200000000000004;R;30000.00000007;0;198;1;37.0;;0.025450554595086716;30763.516637924382;30573.03615650306;573.0361564330633
663;12865;Purchase of Household Appliances & Furniture;12;0.368;E;52000.00000012;0;760;3;24.0;18000.0;0.026456402859956762;56237.352613882955;55199.18183882312;3199.1818387031162
